capability,radius,region_pair,metric,contrast_3B,contrast_7B,difference_in_differences,ci_excludes_zero
counting,0.07139765708759885,vision_vs_language,positive_thicket_mass,-0.0043749999999999865,0.0003125000000000003,0.004687499999999987,True
counting,0.07139765708759885,vision_vs_multimodal_connector_or_merger,mean_delta,-0.013750000000000009,-0.040624999999999946,-0.026874999999999937,True
counting,0.07139765708759885,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.03125,0.015625,-0.015625,False
counting,0.07139765708759885,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,3.469446951953614e-18,0.0003125000000000003,0.0003124999999999968,False
counting,0.07139765708759885,multimodal_connector_or_merger_vs_language,mean_delta,0.00781250000000002,0.061874999999999965,0.054062499999999944,True
counting,0.07139765708759885,multimodal_connector_or_merger_vs_language,density_ge_0.02,-0.09375,0.0,0.09375,True
counting,0.07139765708759885,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.00437499999999999,0.0,0.00437499999999999,True
spatial_reasoning,0.0035698828543799426,vision_vs_language,mean_delta,-0.0021875000000000037,0.0012500000000000011,0.003437500000000005,False
spatial_reasoning,0.0035698828543799426,vision_vs_language,density_ge_0.02,-0.0625,0.0625,0.125,False
spatial_reasoning,0.0035698828543799426,vision_vs_language,positive_thicket_mass,-0.0015625000000000014,0.0012500000000000011,0.0028125000000000025,False
spatial_reasoning,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,mean_delta,0.0018749999999999913,0.0012500000000000011,-0.0006249999999999901,False
spatial_reasoning,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.0625,0.0625,0.0,False
spatial_reasoning,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,0.0009375000000000008,0.0012500000000000011,0.0003125000000000003,False
spatial_reasoning,0.0035698828543799426,multimodal_connector_or_merger_vs_language,mean_delta,-0.004062499999999995,0.0,0.004062499999999995,False
spatial_reasoning,0.0035698828543799426,multimodal_connector_or_merger_vs_language,density_ge_0.02,-0.125,0.0,0.125,False
spatial_reasoning,0.0035698828543799426,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.0025000000000000022,0.0,0.0025000000000000022,False
spatial_reasoning,0.017849414271899712,vision_vs_language,mean_delta,-0.023125000000000007,0.0025000000000000022,0.02562500000000001,True
spatial_reasoning,0.017849414271899712,vision_vs_language,density_ge_0.02,-0.515625,0.109375,0.625,True
spatial_reasoning,0.017849414271899712,vision_vs_language,positive_thicket_mass,-0.02281250000000002,0.002187500000000002,0.025000000000000022,True
spatial_reasoning,0.017849414271899712,vision_vs_multimodal_connector_or_merger,mean_delta,-0.0021874999999999967,0.007500000000000007,0.009687500000000003,True
spatial_reasoning,0.017849414271899712,vision_vs_multimodal_connector_or_merger,density_ge_0.02,-0.046875,0.375,0.421875,True
spatial_reasoning,0.017849414271899712,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,-0.0012500000000000011,0.007500000000000007,0.008750000000000008,True
spatial_reasoning,0.017849414271899712,multimodal_connector_or_merger_vs_language,mean_delta,-0.02093750000000001,-0.0050000000000000044,0.015937500000000007,True
spatial_reasoning,0.017849414271899712,multimodal_connector_or_merger_vs_language,density_ge_0.02,-0.46875,-0.265625,0.203125,True
spatial_reasoning,0.017849414271899712,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.02156250000000002,-0.005312500000000005,0.016250000000000014,True
spatial_reasoning,0.07139765708759885,vision_vs_language,mean_delta,0.00031249999999998467,0.027499999999999997,0.02718750000000001,True
spatial_reasoning,0.07139765708759885,vision_vs_language,density_ge_0.02,-0.296875,0.375,0.671875,True
spatial_reasoning,0.07139765708759885,vision_vs_language,positive_thicket_mass,-0.020312500000000018,0.0062500000000000056,0.026562500000000024,True
spatial_reasoning,0.07139765708759885,vision_vs_multimodal_connector_or_merger,mean_delta,-0.006249999999999993,0.013750000000000012,0.020000000000000004,True
spatial_reasoning,0.07139765708759885,vision_vs_multimodal_connector_or_merger,density_ge_0.02,-0.0625,0.6875,0.75,True
spatial_reasoning,0.07139765708759885,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,-0.0009375000000000008,0.014062500000000012,0.015000000000000013,True
spatial_reasoning,0.07139765708759885,multimodal_connector_or_merger_vs_language,mean_delta,0.006562499999999978,0.013749999999999984,0.007187500000000006,False
spatial_reasoning,0.07139765708759885,multimodal_connector_or_merger_vs_language,density_ge_0.02,-0.234375,-0.3125,-0.078125,False
spatial_reasoning,0.07139765708759885,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.019375000000000017,-0.007812500000000007,0.01156250000000001,True
ocr_text_recognition_grounded,0.0035698828543799426,vision_vs_language,mean_delta,-0.0019687500000000017,-0.0015625000000000014,0.00040625000000000036,False
ocr_text_recognition_grounded,0.0035698828543799426,vision_vs_language,density_ge_0.02,0.0,0.0,0.0,False
ocr_text_recognition_grounded,0.0035698828543799426,vision_vs_language,positive_thicket_mass,-9.375000000000008e-05,0.0,9.375000000000008e-05,False
ocr_text_recognition_grounded,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,mean_delta,-0.002187500000000002,-0.0015625000000000014,0.0006250000000000006,False
ocr_text_recognition_grounded,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.0,0.0,0.0,False
ocr_text_recognition_grounded,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,0.0,0.0,0.0,False
ocr_text_recognition_grounded,0.0035698828543799426,multimodal_connector_or_merger_vs_language,mean_delta,0.0002187500000000002,0.0,-0.0002187500000000002,False
ocr_text_recognition_grounded,0.0035698828543799426,multimodal_connector_or_merger_vs_language,density_ge_0.02,0.0,0.0,0.0,False
ocr_text_recognition_grounded,0.0035698828543799426,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-9.375000000000008e-05,0.0,9.375000000000008e-05,False
ocr_text_recognition_grounded,0.017849414271899712,vision_vs_language,mean_delta,-0.0005625000000000126,0.0015937500000000049,0.0021562500000000175,False
ocr_text_recognition_grounded,0.017849414271899712,vision_vs_language,density_ge_0.02,0.0,-0.03125,-0.03125,False
ocr_text_recognition_grounded,0.017849414271899712,vision_vs_language,positive_thicket_mass,-0.0003437500000000003,-0.0006874999999999971,-0.00034374999999999684,False
ocr_text_recognition_grounded,0.017849414271899712,vision_vs_multimodal_connector_or_merger,mean_delta,-0.0077812500000000034,-0.0037500000000000033,0.00403125,True
ocr_text_recognition_grounded,0.017849414271899712,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.0,0.0,0.0,False
ocr_text_recognition_grounded,0.017849414271899712,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,3.125000000000003e-05,0.0,-3.125000000000003e-05,False
ocr_text_recognition_grounded,0.017849414271899712,multimodal_connector_or_merger_vs_language,mean_delta,0.007218749999999991,0.005343750000000008,-0.0018749999999999826,False
ocr_text_recognition_grounded,0.017849414271899712,multimodal_connector_or_merger_vs_language,density_ge_0.02,0.0,-0.03125,-0.03125,False
ocr_text_recognition_grounded,0.017849414271899712,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.00037500000000000033,-0.0006874999999999971,-0.0003124999999999968,False
ocr_text_recognition_grounded,0.07139765708759885,vision_vs_language,mean_delta,0.030624999999999954,0.00462500000000003,-0.025999999999999926,True
ocr_text_recognition_grounded,0.07139765708759885,vision_vs_language,density_ge_0.02,0.078125,-0.078125,-0.15625,True
ocr_text_recognition_grounded,0.07139765708759885,vision_vs_language,positive_thicket_mass,0.0015937500000000014,-0.002281249999999981,-0.0038749999999999826,True
ocr_text_recognition_grounded,0.07139765708759885,vision_vs_multimodal_connector_or_merger,mean_delta,-0.007531249999999986,-0.008937500000000003,-0.0014062500000000169,False
ocr_text_recognition_grounded,0.07139765708759885,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.09375,0.015625,-0.078125,False
ocr_text_recognition_grounded,0.07139765708759885,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,0.0020000000000000035,0.0008750000000000008,-0.0011250000000000027,False
ocr_text_recognition_grounded,0.07139765708759885,multimodal_connector_or_merger_vs_language,mean_delta,0.03815624999999994,0.013562500000000033,-0.024593749999999907,True
ocr_text_recognition_grounded,0.07139765708759885,multimodal_connector_or_merger_vs_language,density_ge_0.02,-0.015625,-0.09375,-0.078125,False
ocr_text_recognition_grounded,0.07139765708759885,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.0004062500000000021,-0.003156249999999982,-0.00274999999999998,True
relational_reasoning,0.0035698828543799426,vision_vs_language,mean_delta,0.0040625,-0.004375000000000004,-0.008437500000000004,False
relational_reasoning,0.0035698828543799426,vision_vs_language,density_ge_0.02,0.078125,0.046875,-0.03125,False
relational_reasoning,0.0035698828543799426,vision_vs_language,positive_thicket_mass,0.002812499999999999,0.0009375000000000008,-0.0018749999999999982,False
relational_reasoning,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,mean_delta,-0.008125000000000007,0.002187500000000002,0.01031250000000001,True
relational_reasoning,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,density_ge_0.02,-0.109375,0.046875,0.15625,False
relational_reasoning,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,-0.0015625000000000014,0.0009375000000000008,0.0025000000000000022,False
relational_reasoning,0.0035698828543799426,multimodal_connector_or_merger_vs_language,mean_delta,0.012187500000000007,-0.006562500000000006,-0.018750000000000013,True
relational_reasoning,0.0035698828543799426,multimodal_connector_or_merger_vs_language,density_ge_0.02,0.1875,0.0,-0.1875,True
relational_reasoning,0.0035698828543799426,multimodal_connector_or_merger_vs_language,positive_thicket_mass,0.004375,0.0,-0.004375,True
relational_reasoning,0.017849414271899712,vision_vs_language,mean_delta,-0.004687500000000001,-0.017500000000000005,-0.012812500000000004,False
relational_reasoning,0.017849414271899712,vision_vs_language,density_ge_0.02,0.0,-0.234375,-0.234375,True
relational_reasoning,0.017849414271899712,vision_vs_language,positive_thicket_mass,-0.0021874999999999985,-0.007187499999999996,-0.0049999999999999975,False
relational_reasoning,0.017849414271899712,vision_vs_multimodal_connector_or_merger,mean_delta,0.007499999999999991,0.009375000000000008,0.0018750000000000173,False
relational_reasoning,0.017849414271899712,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.234375,0.0625,-0.171875,False
relational_reasoning,0.017849414271899712,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,0.008437499999999992,0.0012500000000000011,-0.007187499999999991,True
relational_reasoning,0.017849414271899712,multimodal_connector_or_merger_vs_language,mean_delta,-0.012187499999999992,-0.026875000000000013,-0.014687500000000022,True
relational_reasoning,0.017849414271899712,multimodal_connector_or_merger_vs_language,density_ge_0.02,-0.234375,-0.296875,-0.0625,False
relational_reasoning,0.017849414271899712,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.01062499999999999,-0.008437499999999997,0.0021874999999999933,False
relational_reasoning,0.07139765708759885,vision_vs_language,mean_delta,0.034999999999999996,0.00500000000000001,-0.029999999999999985,True
relational_reasoning,0.07139765708759885,vision_vs_language,density_ge_0.02,0.25,-0.078125,-0.328125,True
relational_reasoning,0.07139765708759885,vision_vs_language,positive_thicket_mass,0.00999999999999999,-0.006874999999999996,-0.016874999999999987,True
relational_reasoning,0.07139765708759885,vision_vs_multimodal_connector_or_merger,mean_delta,0.019687499999999976,0.020000000000000004,0.00031250000000002803,False
relational_reasoning,0.07139765708759885,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.40625,0.296875,-0.109375,False
relational_reasoning,0.07139765708759885,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,0.020312499999999976,0.008437499999999994,-0.011874999999999983,True
relational_reasoning,0.07139765708759885,multimodal_connector_or_merger_vs_language,mean_delta,0.015312500000000019,-0.014999999999999994,-0.030312500000000013,True
relational_reasoning,0.07139765708759885,multimodal_connector_or_merger_vs_language,density_ge_0.02,-0.15625,-0.375,-0.21875,True
relational_reasoning,0.07139765708759885,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.010312499999999988,-0.01531249999999999,-0.005000000000000001,False
fine_grained_recognition,0.0035698828543799426,vision_vs_language,mean_delta,-0.0003124999999999994,-0.0003125000000000003,-8.673617379884035e-19,False
fine_grained_recognition,0.0035698828543799426,vision_vs_language,density_ge_0.02,0.0,0.0,0.0,False
fine_grained_recognition,0.0035698828543799426,vision_vs_language,positive_thicket_mass,0.0,0.0,0.0,False
fine_grained_recognition,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,mean_delta,-0.0003124999999999994,-0.0003125000000000003,-8.673617379884035e-19,False
fine_grained_recognition,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.0,0.0,0.0,False
fine_grained_recognition,0.0035698828543799426,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,0.0,0.0,0.0,False
fine_grained_recognition,0.0035698828543799426,multimodal_connector_or_merger_vs_language,mean_delta,0.0,0.0,0.0,False
fine_grained_recognition,0.0035698828543799426,multimodal_connector_or_merger_vs_language,density_ge_0.02,0.0,0.0,0.0,False
fine_grained_recognition,0.0035698828543799426,multimodal_connector_or_merger_vs_language,positive_thicket_mass,0.0,0.0,0.0,False
fine_grained_recognition,0.017849414271899712,vision_vs_language,mean_delta,0.007499999999999989,2.6020852139652106e-18,-0.007499999999999987,True
fine_grained_recognition,0.017849414271899712,vision_vs_language,density_ge_0.02,0.0,0.0,0.0,False
fine_grained_recognition,0.017849414271899712,vision_vs_language,positive_thicket_mass,0.0,-0.0009374999999999982,-0.0009374999999999982,False
fine_grained_recognition,0.017849414271899712,vision_vs_multimodal_connector_or_merger,mean_delta,-0.0012499999999999976,-0.0006250000000000075,0.0006249999999999901,False
fine_grained_recognition,0.017849414271899712,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.0,0.0,0.0,False
fine_grained_recognition,0.017849414271899712,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,0.0,0.0024999999999999953,0.0024999999999999953,True
fine_grained_recognition,0.017849414271899712,multimodal_connector_or_merger_vs_language,mean_delta,0.008749999999999987,0.0006250000000000101,-0.008124999999999976,True
fine_grained_recognition,0.017849414271899712,multimodal_connector_or_merger_vs_language,density_ge_0.02,0.0,0.0,0.0,False
fine_grained_recognition,0.017849414271899712,multimodal_connector_or_merger_vs_language,positive_thicket_mass,0.0,-0.0034374999999999935,-0.0034374999999999935,True
fine_grained_recognition,0.07139765708759885,vision_vs_language,mean_delta,0.030624999999999996,0.005625000000000002,-0.024999999999999994,True
fine_grained_recognition,0.07139765708759885,vision_vs_language,density_ge_0.02,-0.03125,-0.078125,-0.046875,False
fine_grained_recognition,0.07139765708759885,vision_vs_language,positive_thicket_mass,-0.0015625000000000005,-0.0025000000000000022,-0.0009375000000000017,False
fine_grained_recognition,0.07139765708759885,vision_vs_multimodal_connector_or_merger,mean_delta,-0.017187499999999984,0.010312499999999981,0.027499999999999965,True
fine_grained_recognition,0.07139765708759885,vision_vs_multimodal_connector_or_merger,density_ge_0.02,0.03125,0.140625,0.109375,True
fine_grained_recognition,0.07139765708759885,vision_vs_multimodal_connector_or_merger,positive_thicket_mass,0.0006250000000000006,0.012187499999999983,0.011562499999999983,True
fine_grained_recognition,0.07139765708759885,multimodal_connector_or_merger_vs_language,mean_delta,0.04781249999999998,-0.00468749999999998,-0.05249999999999996,True
fine_grained_recognition,0.07139765708759885,multimodal_connector_or_merger_vs_language,density_ge_0.02,-0.0625,-0.21875,-0.15625,True
fine_grained_recognition,0.07139765708759885,multimodal_connector_or_merger_vs_language,positive_thicket_mass,-0.002187500000000001,-0.014687499999999985,-0.012499999999999983,True
